,Url,Poster,Title,Synonym,Description,Type,Year,Studio,Age,Duration,Rating,Num votes,Безумие,Боевые искусства,Вампиры,Военное,Гарем,Демоны,Детектив,Детское,Дзёсэй,Драма,Игры,Исторический,Комедия,Космос,Магия,Машины,Меха,Музыка,Пародия,Повседневность,Полиция,Приключения,Психологическое,Романтика,Самураи,Сверхъестественное,Сёдзё,Сёдзё Ай,Сёнэн,Сёнэн-Aй,Спорт,Супер сила,Сэйнэн,Триллер,Ужасы,Фантастика,Фэнтези,Школа,Экшен,Этти
20,https://animego.org/anime/piraty-chernoy-laguny-krovavaya-tropa-roberty-2117,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/631630d691518866815449.jpg,Пираты «Чёрной лагуны»: Кровавая тропа Роберты,Black Lagoon: Roberta's Blood Trail,"Роберта, горничная-террористка, впервые появившаяся в первом сезоне «Пиратов „Чёрной Лагуны“», возвращается в новой пятисерийной OVA.Господина Роберты, Диего Сан Фернандо Лавлейса, главу семьи Лавлейс, убивают во время политического митинга. След убийцы приводит Роберту обратно в Роанапур, куда она отправляется, чтобы отомстить. Вслед за Робертой приезжает новый глава семьи — Гарсия Фернандо Лавлейс и её ученица — Фабиола Иглесиас. Возвращение разъярённой Роберты заставляет мобилизоваться ведущие преступные группировки города, одной из которых оказывается и компания «Лагуна». Скоро в конфликт могут вмешаться и другие силы, а это грозит уже обернуться полномасштабной войной...",OVA,2011,Madhouse Studios,18,33 мин. ,9.2,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21,https://animego.org/anime/piraty-chernoy-laguny-vtoroy-zalp-2116,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/6314843b14819440714129.jpg,Пираты «Чёрной лагуны»: Второй залп,Black Lagoon: The Second Barrage,"Пираты «Черной Лагуны» – это небольшая команда, занимающаяся перевозкой и доставкой особо ценных и зачастую нелегальных грузов. Ведя свой корабль по акватории Южно-Китайского моря, они раскрывают темные стороны жизни стран Юго-Восточной Азии. Криминальные авторитеты разных стран от Китая до России начинают активное противостояние за власть в крупнейшем пиратском городе Востока, таинственном Роанапуре.После потери большей части своих подчиненных главарь русской преступной группировки «Отель Москва» обращается за помощью к пиратам «Черной Лагуны». «Балалайка» поручает им выследить и нейтрализовать неуловимых убийц – близнецов Гензеля и Гретель, которые недавно начали активно действовать на их территории. Возможность заработать огромную сумму в размере 50 тыс. долларов раззадорила команду «Черной Лагуны».Они взялись за дело, подключив все свои хоть и немногочисленные, но продуктивные рабочие ресурсы. В это же время новый член команды по кличке Рок в компании своей подруги Реви осознает, что после всего по возвращению в Японию ему наверняка придется навсегда отказаться от своей прежней жизни непримечательного гражданского зеваки.",ТВ Сериал,2006,Madhouse Studios,18,24 мин. ,9.4,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22,https://animego.org/anime/piraty-chernoy-laguny-2115,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/631480ebd9c8f408385195.jpg,Пираты «Чёрной лагуны»,Black Lagoon,"По заданию компании «Асахи Индастриз» молодой офисный работник Рокуро Окадзима отправляется из Японии в зону Южно-Китайского моря. Ему поручено доставить важную посылку в филиал компании, находящийся на территории Борнео. Однако судно, пассажиром которого был Рокуро, захватывают пираты. Они отбирают посылку у юноши, избивают его и забирают с собой. После этого на связь с «Асахи Индастриз» выходит компания «Бургенвилия», контролируемая русской мафией. Их банда желает взять под свой контроль все торговые путы в Юго-Восточной Азии. Для достижения этой цели они начинают чистить местные ячейки китайской мафии, которая ведет совместный теневой бизнес с компанией, где работает Рокуро.В итоге бизнесмены из Токио заказывают наемникам и «нанимателей», и «исполнителей». Окадзима заблаговременно объявляется мертвым, ведь для компании он уже отработанный материал . В итоге парень присоединяется к команде пиратов и, следуя совету новой боевой подруги и наставницы Реви, начинает «брать от жизни все, пока она у него есть». Чем дальше парень отплывает от берегов родной Японии, тем меньше в нем остается от покорного, неуверенного в себе служащего.",ТВ Сериал,2006,Madhouse Studios,18,24 мин. ,9.4,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,https://animego.org/anime/ya-stala-zlodeykoy-poetomu-mne-nuzhno-zaarkanit-poslednego-bossa-2114,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/63138571dfc07381944559.jpg,"Я стала злодейкой, поэтому мне нужно заарканить последнего босса",Akuyaku Reijou nanode Last Boss wo Kattemimashita,"Стараясь скрасить свои последние дни, смертельно больная девушка, лежащая в больнице, проводила время за отомэ-играми, пока не обнаружила, что оказалась вдруг персонажем одной из них. К сожалению, стала она не главной героиней, а злодейкой по имени Айлин Лорен д'Отриш. По сюжету игры, на банкете в честь окончания семестра наследный принц и по совместительству друг детства Айлин, Седрик Жанн Эльмир, публично объявит не только о разрыве их с Айлин помолвки, но и том, что влюблён в Лилию Рэйнворт (которая и является главной героиней).Зная о своём несветлом будущем и желая изменить судьбу, новоявленная Айлин решилась на отчаянные меры. Понимая, что единственный шанс на спасение для неё — это одолеть финального босса, она готова на всё! Последним боссом в игре выступает известный под прозвищем Король Демонов, сводный брат Седрика — Клод Жанн Эльмир. Чтобы победить врага и выжить, Айлин необходимо — покорить его сердце!",ТВ Сериал,2022,0,16,24 мин. ,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24,https://animego.org/anime/sdelay-eto-sam-2113,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/631381f9a58e5046686780.jpg,Сделай это сам!!,Do It Yourself!!,,ТВ Сериал,2022,Pine Jam,16,24 мин. ,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,https://animego.org/anime/neveroyatnoe-priklyuchenie-dzhodzho-kamennyy-okean-chast-2-2112,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/630f984cb5754121371354.jpg,Невероятное приключение ДжоДжо: Каменный океан. Часть 2,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,Вторая часть.,ONA,2022,David Production,18,24 мин. ,9.1,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,https://animego.org/anime/baki-hanma-2111,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/630b8d2e93808553559853.jpg,Баки Ханма,Hanma Baki: Son of Ogre,"Пытаясь превзойти собственного отца в навыках ближнего боя, Баки отправляется в тюрьму Аризоны, чтобы сразиться с легендарным заключённым Бисквитом Оливером по прозвищу мистер Освобождённый.",ONA,2021,TMS Entertainment,18,24 мин. ,8.6,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27,https://animego.org/anime/ergo-proksi-2110,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/630b45709f7e6628802564.jpg,Эрго Прокси,Ergo Proxy,"Город Ромдо – одно из немногих мест на планете, где смогла сохраниться цивилизация. В постапокалиптическом мире, где вокруг лишь безлюдная пустыня, этот город стал надеждой для человечества. Но даже в нем начинает происходить что-то таинственное и опасное. Четверка роботов-советников отстраняет от власти старого наместника Донова Мейера и полностью перестраивает местные порядки. Вдобавок к этому по улицам Ромдо начинает распространяться опасный вирус под названием Когито, который перепрограммирует механических слуг в опасных мятежников, подстрекателей и убийц.Расследовать все эти происшествия начинает внучка того самого наместника. Девушку зовут Рил, она начинает выяснять, кто стал причиной возникновения вируса. Однако своими действиями она поставила себя под удар. Чудом пережив покушение на свою жизнь, Рил знакомится с юношей по имени Винсент Лоу, за которым ведет охоту страшное чудище, устроившее кровавую бойню в самом центре города. В поисках ответов парень и девушка покидают город. Взяв с собой робота-девочку Пино, они отправляются в опасное путешествие по умирающему миру, где каждая разгадка создает еще больше тайн.",ТВ Сериал,2006,Manglobe,18,25 мин. ,9.2,628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,https://animego.org/anime/rilakkuma-i-kaoru-2109,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/6307ac0ad7f92721906027.jpg,Рилаккума и Каору,Rilakkuma to Kaoru-san,"Будни офисной работницы Каору и внезапно поселившегося у неё медведя по имени Рилаккума с молнией-застёжкой на спине, который только и хочет, что есть и валяться днями напролёт.",ONA,2019,dwarf,6,11 мин. ,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,https://animego.org/anime/rilakkuma-i-park-razvlecheniy-2108,https://animego.org/media/cache/thumbs_250x350/upload/anime/images/6307a16bcadee094561558.jpg,Рилаккума и парк развлечений,Rilakkuma to Yuuenchi,,ONA,2022,dwarf,6,16 мин. ,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
